,Unnamed: 0,User_name,Review title,Review Rating,Review date,Review_body,Movie_name
1783,1,Fella_shibby,Terrible screenplay n poorly done action sequences. Better watch something on Netflix/Prime/Tubi or better rewatch Sarfarosh which is the best cop movie frm Bollywood.,1/10,5 November 2021,"Tubi is legal n totally free. They have amazing Hollywood movies.Sarfarosh is one of the best cop movie ever made n it is very realistic, gripping n gritty.The cops in Sarfarosh/Bullit/The French Connection doesn't hang around in helicopters n defy physics.Coming back to this movie, there is nothing redeemable in this movie.Basically its a poor man's Michael Bay movies rip off.Ranveer Singh's character gets on ur nerves with his accent n body movements.So much overacting man.Akshay's character is totally unbelievable n anti physics.His walks, his mannerisms n body language doesn't look like that of a cop.I dont know how Devgn got trapped into this abysmal movie.Some of the 80s Hollywood action movies are much better than this lousy movie.If u are in the mood for realistic n good cop movies then better watch Sarfarosh, Bullit, The French Connection, End of Watch, Training Day, Serpico and the amazing Infernal Affairs. Avoid The Departed which is the remake of Infernal Affairs.",Sooryavanshi
1784,2,nadkarnisumeet,First experience after 18 months!!,7/10,5 November 2021,"Sooryavanshi review :Finally something for the theatre owners to cheer about. Also for us, the audience!!The first major Bollywood theatrical release since March 2020 (Baaghi 3 was the major release just before Corona struck us); Sooryavanshi can be called an ideal festive dhamaka to pull back the audience to cinema halls which have sadly, been shut or running empty since then...Rohit Shetty's cop universe extends to Veer Sooryavanshi (Akshay Kumar), an ATS officer, who along with Singham (Devgn) and Simmba (Ranveer) take on the terror group (Jackie Shroff and company) planning to blow up Mumbai once again. À la March 1993.Akshay is in top form again after Bell Bottom (2021) and the Bangkok action stunts are a treat to watch reminding us of his daredevilry in Sabse Bada Khiladi (1995). Katrina Kaif, playing his wifey, sizzles the screen in the remixed 'Tip tip barsa paani' number from Mohra (1994) though I preferred Raveena's sensuous jhatkas from the original. Yea, the plot is typical '90s stuff but cleverly updated to present times.Infact, the first half is a breeze watch with all the action, emotions and drama unfolding at a super fast pace. Rohit even brings a secular touch in a particular scene where Muslims help Hindus to take Ganpati idol from Mandir to a safe place in course of a terror strike even as a remixed ""Chodo kal ki baatein...Hum Hindustani"" song plays in the background. Pop bhaichara, indeed!!Post interval, the film dithers and withers a bit as the screenplay appears to be in a tearing hurry to introduce its two main cameo characters - you know who!!Ranveer Singh and Ajay Devgn make their grand entry and then, Shetty completely lets the action department take charge. Which ain't a bad decision at all as the stunts are imaginatively executed. Notably, the continous shot of Ranveer bashing up a dirty dozen is superb. Taalimaar!!The dialogues are massy, the technical aspects are okey dokey and the end finale promises to carry forward the franchise with a Singham sequel. Clearly, the focus is to entertain. Nothing more. Nothing less. And that is important...in the current times when audience hasn't been to theatres since early 2020. In that sense, Sooryavanshi truly achieves its objective. And thats why it should be seen. Only in theatres please!!Regards,
Sumeet Nadkarni.",Sooryavanshi
1785,3,user-651-726996,Pathetic.,1/10,11 November 2021,"Pathetic writing. Unnecessary characters. Horrible moments. Bakwas dialogues. When a terrorist is in front of the cops and they know he is a terrorist, they should capture or shoot him. Cop with a rifle sees guys with bomb & yet keeps whistling instead of using the weapon. Here they are looking at each other and then at the terrorist and vice versa. Such horrible & disgusting moments and they say in the beginning they dedicate this film to our real heroes Mumbai Police, ATS etc. This kind of dedicating to our heroes is actually shaming them. Rohit thinks that Akshay mentioning wrong names of everyone is funny. It isn't. It feels so boring. Seriously. Thank god for Katrina's plastic face, the tip tip barsa paani song didn't spoil her face but the reusing of old songs is an epidemic in current 'bollywood' films. Rohit has learnt a lesson from political parties. This film is Rohit's minority appeasement film.Katrina Kaif's wax statue was brilliant throughout the film. VFX team made it talk very well. But then even a concrete pillar could have replaced the wax statue and no one would have ever known the difference. The women empowerment shown in the film by placing Katrina Kaif as the damsel in distress was brilliant by Rohit. He should more often make such pathetic characters.Thank god I didn't waste my money on this.",Sooryavanshi
1786,4,msunando,Action getting the better of the content,5/10,6 November 2021,"Sooryavanshi starts off with the right intent, pace, narrative and sentiment. The backdrop is the 1993 serial blasts in Mumbai, and the masterminds giving the cops a slip, but leaving a live imprint behind - if 400 kg RDX were used for the blasts, where are the remaining 600 kg? Fast forward to 2007, 40 Lashkar operatives from Pakistan sneak into India and commerce sleeper cells all around the country, awaiting instructions from the chief Omar Hafeez (Jackie Shroff) to start another siege. Advance to the current day, Bilal (Kumud Mishra) the key mastermind of the 1993 blast returns to India via Maldives, releasing the cache of the 600 kg RDX from an inconspicuous house in Sawantwadi, and activates the sleeper cells, under the leadership of Riyaz Hafeez, Omar's son, swearing to burn the nation down. Riyaz has another axe to grind with the Mumbai Police, to avenge the death of his elder brother.DSP Veer Sooryavanshi (Akshay Kumar) is the supercop with the ATS leading the Intelligence Bureau inputs. An experienced, successful and time tested policeman, Veer meticulously follows through in his swashbuckling style to thwart the destructive attempt. He isn't alone in the fightback, and is ably supported by the NSG, Singham (Ajay Devgn) and Simbba (Ranveer Singh) in this all out action adventure.The first half is absolutely stunning. It has the elements of making a well researched, credible and blindingly fast blitzkrieg that makes you sit up. The second half unfortunately has a typical Rohit Shetty film written all over it, and literally tears down, systematically, everything that the story had built up. It turns into an average Bollywood potboiler, with chest beating supercops, overflowing machismo and adrenalin, and mindless, endless action and spraying of bullets from all sorts of machines possible. Starting from NSG helicopters airlifting vehicles laden with RDX, and terrorists laying siege of the ATS headquarters blow the original content into impunity. Add to it some repetitive and jarring comedy about Akshay Kumar's ""disease"" of forgetting names, a lamenting widow's sermonising Katrina Kaif about holding the family together when the former's husband's pyre is burning and a contrived reason behind Katrina taking her young son to ""safety"" from his father make Sooryavanshi's second half rather laughable. Honestly, the serious buildup of Sooryavanshi was decimated the moment Ranveer Singh's Simbba swung into action, and then on, the film almost unstoppably hurtled downhill.",Sooryavanshi
1787,5,sameerlodaya,entertaining,5/10,5 November 2021,"Sameer lodayaIt is purely entertainingrohit shetty has made his type of colorful, action, thrill, mega stars, and akshay has played normally which he plays always .. Katrina is looking gorgeous and played really well..ajay and ranveer came for a delightthe story is not new but the execution is very good and is action filled followed by good background scores colorful scenes humors and super climaxdont expect and judge just get entertained on this festival.
                
                    24 out of 90 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Sooryavanshi
1788,6,dhavalpithwa,Sooryavanshi,10/10,13 November 2021,"Rohit Sheety Made A Classic Comedy Masala FilmFully Entertainment , His Action Skill Mind BlowingAkshaykumar Nailed It ! Killing Perfomance....Ajaydevgn & Ranveersingh Cameo Was Mind Blowing Just LikeA Brilliant Every Actiom Sequence Shoot By High LevelAkshaykumar Action Was Natural Specially Helicopter SceneKetrina Kaif Is Also Looking Beautiful.
                
                    6 out of 42 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Sooryavanshi
1789,7,sunildaswaney-63642,AT BEST AN AVERAGE MOVIE,5/10,7 November 2021,"SOORYAVANSHI is a typical Rohit Shetty potboiler,low on storyline,acting,direction,editing screenplay and length. As usual there was no need for songs and an overdose of mindless action. There were many senseless scenes in the movie. However Ranveer Singh in a guest appearance was brilliant. At best judging it very liberally this film is of an average quality.5/10.
                
                    18 out of 34 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Sooryavanshi
1790,8,eldreddsouza,One of the worst masala films I've watched in my life.,1/10,5 November 2021,"This has got to be the most pathetic film I ever watched. Same old formula but this time the story was too absurd. Terrorists are planning an attack in Mumbai city. Super human has to save the day. Wow, never seen that one before. Just that two more super humans from different movies have been added to assist this one fellow. Bruh, no one cares. Trying to create a Marvel type universe, with cops? Lol. Singham is old now and lacks the charm he possessed in the first film. Also he's narrating in some parts. Okay, then the other fellow is this Simmba dude. Gosh how I hate that character. I couldn't care less about his presence here. As I hated him in his independent film. That accent of his, his mannerisms are unbearable. Casting all these old actors and one new actor, it just won't work anymore. It throughout felt like these guys were forcing it too much and it just didn't come naturally. In these past two years, thanks too OTT and WFH, people have watched tonnes of meaningful cinema and are completely done with this masala crap. Masala is okay in moderation, but sticking to the same formula that worked 10-20 years ago without any thought put in writing the story, I'm sorry but it's just too stale for anyone to even care about it. This film offers nothing new. It's a weak and absurd story, stale songs, old actors doing the same old action (sorry their stunt doubles) and flying cars and stuff that will only interest kids.In conclusion, it's not worth taking the risk going to the cinema to watch this 'nothing new' movie. Stay at home, take a Netflix/prime subscription and watch meaningful cinema with your family/friends.Peace and have a good day.",Sooryavanshi
1791,9,imdb-ikysmoviedatabase,Fun watch,5/10,5 November 2021,"It was an awful screenplay but only the comedy made this film fun to watch. The comedy is really good story and screen play was rubbish. I walked out at ajay devgons entry ill just watch the rest of the movie on netflix next month. This movie is still worth going to for the comedy scenes.
                
                    17 out of 46 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Sooryavanshi
1792,10,rahul000994,"Akshay Kumar In & As Sooryavanshi Is High On Style, Show And Action Thrills. Rohit Shetty Perfectly Made This For Big Screen !!!",10/10,6 November 2021,"Rohit Shetty has brilliantly expanded his cop universe over the years - keeping the audience engaged and die-hard fans of the genre on the edge. After the Singham series (headlined by Ajay Devgn) and then Simbaa (starring Ranveer Singh), now storms in Sooryavanshi (Akshay Kumar), amidst much fanfare, drama, and blaring theatrics. Sooryavanshi's character was subtly announced towards the end of Simmba. The film has all the elements, attitude, style, showmanship and heavy-duty star power expected of a Rohit Shetty offering.Similar to Simmba, even this cop action saga is narrated by Ajay Devgn, who reminds us of the several terrors attacks which Mumbai has encountered since the 1993 serial blasts to the 2008 terror attack on several landmark locations in Mumbai, including The Taj Mahal Palace, Mumbai and Chhatrapati Shivaji Maharaj Terminus (CSMT). The story in film unfolds as the biggest attack is yet to happen in the city, as some sleeper cells from Lashkar have been activated and it is found that 600 kilos of RDX left over from '93 serial attacks is being used for the purpose.Enter DCP Veer Sooryavanshi, with a solid mission and a lot of garam khoon to protect the city from another big attack. He is so committed towards his duty that even his family, wife Riya (Katrina Kaif) and son Aryan come second to his mighty task at hand.With the cross-border plot, the film revolves around the concept of revenge, 'An Eye For An Eye, Makes The Whole World Blind.' While the story itself plays it safe (basic and predictable), the action is risky and rousing (Rohit Shetty and Suniel Rodrigues). The chase sequence between Veer and John (Sikander Kher) on the streets of Bangkok is a visual delight.Akshay Kumar delivers a powerful, praise-worthy, knockout performance. From his seeti-worthy entry to the relentless gunshots - he justifies his super cop act. Apart from the high adrenalin physical encounters, there are umpteen high drama chases, with cars, bikes and helicopters as Akshay Kumar displays his unquestionable action skills. Overall, it's an Akshay Kumar's show all the way with his star power and screen presence looming large. Katrina Kaif looks stunning on screen and her sensual moves to the iconic song 'Tip Tip Barsa Paani' is undoubtedly clap-worthy, but you can't not think of the original 'Mast Mast' girl of Bollywood, Raveena Tandon.Ajay Devgn's and Ranvir Singh's smashing (quite literally) entry in the second half elevates the film and adds the striking punch. As Bajirao Singham and Sangram Bhalerao respectively, the three actors steal the show in the final 20 minutes of the show where they have performed together.The ensemble cast, which includes Jackie Shroff as the leader of terrorist gang Omar Afeez, as well as other group members Gulshan Grover, Abhimanyu Singh, Kumud Mishra and Nikitin Dheer, makes a substantial contribution to the plot's progression. Jaaved Jaaferi's portrayal of ATS head Kabir Shroff, on the other hand, perfectly plays his serious cop part.While the background score of Sooryavansi sets the mood, the songs are not particularly memorable. The revamped version of 'Najaa' is an earworm, but we don't get to hear it in the film. However, the trio dancing to Daler Mehndi's 'Aila Re Aillaa' is entertaining.Veer Sooryavanshi, Akshay Kumar has successfully taken over the mantle from his predecessors (Singham and Simmba), and with a generous dose of flying and somersaulting cars, this one is quite a bumper Diwali entertainer for you. And if you are a fan of high voltage action movies, go lap this up!",Sooryavanshi
1793,11,magadalwarmayur,And the universe expands,8/10,5 November 2021,": I was very sceptical about this film. But Rohit Shetty and his team handled this film very gracefully.It was entertaining it had some jaw dropping action scenes and it is as witty as his previous film.This is the most realistic film Rohit Shetty has directed but all the realism goes to dustbin once Ranvir Singh (simba) arrives after that it is just another Rohit Shetty film.Akshay Kumar has done good job but the scene stealer is gulshan grover and ajay devgan even with their limited screen time.
                
                    35 out of 173 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Sooryavanshi
1794,12,witra_as,Diwali entertainer with same old plot,6/10,5 November 2021,"Rohit Shetty's cinematic cop universe finally happened. A Diwali entertainer with same old plot you can just sit back and watch without thinking too much. Romantic elements were forced a bit but Akshay gave knockout performance in both action and comedy aspects.
                
                    16 out of 53 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Sooryavanshi
1795,13,pawanpunjabithewriter,"MASALA Movie : Music, Action, Stunning, Acting, Laughter, Amazing",10/10,5 November 2021,"Sooryavanshi was the most awaited movie in the Indian Cinema. Undoubtedly, it had a roaring start. The first thing people were in awe of was Akshay Kumar's entry. The whole theater enjoyed the movie. The BGM was another level. The stunts, the music, the action, the story kept us gripping till the end. The first half was rocking. It was all Akshay Kumar show towards the end. It has been one of my all time best theater experiences. I can't deny enjoying this movie to the greatest extent.Team Rohit Shetty has done exceptionally well. After Chennai Express, it's the second best film of Rohit Shetty equaling Singham and Golmaal I.Welxome to the Rohit Shetty's Cop Universe, Akshay Kumar's Sooryavanshi. Well deserved and Magnificent.
                
                    29 out of 161 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Sooryavanshi
1796,14,sanjubhat,Fultu entertaining masala action thriller!!,8/10,6 November 2021,"Movie review: Suryavanshi
#sanjuzzreviews #SuryavanshiFinally saw a film in the theatres and that too an Akki starrer directed by Rohit Shetty.Fultu dhamaal film, lots of masala & action.Suryavanshi is a fast paced action thriller with things moving back and forth between the 1993 Mumbai blasts & present day Mumbai with terrorists planning a bigger dhamaka for the financial capital of India & it is up to super cop Akki to stop them.Awesome ensemble cast with Akshay Kumar, Javed Jaffery, Vivan Bhatena playing the good guys from the ATS . Jackie Shroff, Gulshan Grover, Kumud Mishra, Niketan Dheer & Abhimanyu Singh are the baddies in this action saga. Katrina has a small role as Akki's wife but sizzles in the ""tip tip barsa paani"" song.Ajay Devgan & Ranveer Singh make an appearance in the last 30 mins of the film and that's when things get really explosive. Ranveer in particular is superb with the righ balance of comedy and action. However Ajay Devgan hogs the limelight in the climax which was a bit surprising considering that it was an Akshay Kumar film.Overall great casting, slick editing, fabulous action scenes with a heart thumping background score which completely compliments the fast paced narrative.First big budget film to hit the cinemas this year. Watch it in theaters to see the magic of Rohit Shetty's gravity defying stunts and flying cars unfold on the 60mm screen.Dimag baju main rakh ke dekhoge to zyada enjoy karoge 😁. Don't search for logic on this film.Adios 🙂",Sooryavanshi
1797,15,shaikhirshad-41223,Totally Disappointed.,3/10,7 November 2021,"After Simmba I have huge expectations from Sooryavanshi because of Akshay Kumar and Rohit Shetty coming together. But the mess the director has made in this movie is a huge disappointment. Predictable old story with terrorism angle which is not a good story at all and just repeated in every typical bollywood movie. Second thing there is not a single combat action sequence that will make you satisfy. Only the second half of the movie is little bit interesting because of RANVEER SINGH and his comic punches. Otherwise whole movie is boring and dull. Just don't expect too much because it will led you a huge disappointment.Bgm is the only saving factory in this movie....
                
                    71 out of 83 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Sooryavanshi
1798,16,aniruddhawaghmare,overrated,1/10,5 November 2021,"Nothing original nothing new just same old deshbhakti crap over and over again acting was cringe, dialogues were terrible as ever VFX were weak director just relied on action and same old hero heroine's love songs thing which was even more terrible.Story was copied just like every other Rohit Shetty movies he didn't think about anything or did any research for the movie he just thought he was making a cop universe movie which i hope he thinks again and do something original for once and on that top Akshay Kumar, Ajay Devgan, Ranveer Singh and katrina kaif the most talented stars did the most terrible acting i was disappointed by Ranveer he was so good doing original stuff this just ruined his Career i am never watching his movies again.
                
                    173 out of 214 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Sooryavanshi
1799,17,Prince-the-cat,The face of bollywood,1/10,6 November 2021,"Another propaganda movie in the era of the fascist BJP government.These type of movies have been done to death and quite frankly are now very very boring.Bollywood has no backbone, and it is clear what some of bollywood has signed up to.The movie is a bore fest, nothing that has not been seen before, shoddy acting, the film has been designed to incite voilence.I was really hoping to see something fun after a very tough pandemic, wasn't expect this. IF I had known I would not have gone.
                
                    102 out of 134 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Sooryavanshi
1800,18,grarunkumar1994,Rohit Shetty's best in the last decade.,6/10,6 November 2021,"The last watchable Rohit Shetty film was ""Chennai Express"" in 2013, but that was hugely thanks to SRKs charms and comic timing, which Shetty managed to ruin in Dilwale. Simba although decent is not an original work. Sooryavamshi was surprisingly entertaining with jokes that actually makes us giggle and action scenes that doesn't force Newton into depression. Honestly the hand to hand combats is one of the good ones that came out from Bollywood in recent times.Akshay, amidst all biopics, managed to do a good action film and thanks to Shetty, the scenes are pretty good.Although it was fun to see Singham and Simba since multistarrers are always a welcome idea, Ranveer Singh has reached the time where his 'pseudo hyper' behaviour has become irritating. Forgivable here since Simba is a character, but he isn't entertaining anymore.Kudos to shetty for improving the quality of film making post Dilwale and other pile of forgettable craps. If he keeps up to rational zone in stunts and comic scenes, he can very well helm a Mission impossible like film soon.Cons-
Plot is predictable
Story is cliche.Tried too hard to white wash govt moves and forced scenes on 'Hindu-Muslim' unity. Why?Akshay looks really old especially on side shots of face.Movie could ve been a bit shorter.Katrina Kaif was wasted for just 10mins of entire movie, failed to create an emotional attachment to characters.Pros-
Good action scenes on Bollywood standard.Decent CGI.Casting is real good esp Javed Jaffrey.Some jokes work.Is it bad? Not as previous shetty movies.Is it good? Maybe.It sure is entertaining.",Sooryavanshi
1801,19,hmaravind-24605,Bad Movie,1/10,5 November 2021,"Today i watched this in Gopalan cinema bengalore.. After i feel money is wasted. All are talented actors but story in very bad. Worst action. And comedy not entertaining. I don't recommend this rubbish movie. -1/5.
                
                    96 out of 119 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Sooryavanshi
1802,20,vluckylkv,What is rohit shetty trying to do??,1/10,13 November 2021,"What is rohit shetty trying to achieve by making a cop universe?? Just like singham 2 and simba, sooryavanshi is worst addition to his cop universe. This movie has only masala no story, no acting at all. I always wonder why rohit shetty movies does very good business even though his movies are very very bad.
                
                    28 out of 30 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Sooryavanshi
1803,21,Soul_Snatcher,Bollywood's finest drivel,1/10,5 November 2021,"You won't have any brain cell left after watching this sham. The dance, action and acting were so cringy that would motivate you to give up completely on Bollywood. With all the controversies surrounding Bollywood of late, people have given up on it, and the Rohit Shetty films don't do any favors. As usual, if you're into brainless cringy action drama, go for it.It'd be great if Rohit Shetty stops making movies. Thanks!
                
                    144 out of 179 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Sooryavanshi
1804,22,laqsheyo,Watch it in theatre if you hate your money and your brain.,1/10,5 November 2021,"This movie is so utterly stupid, there is no storyline, there is a difference between masala and stupidity, they think audience is stupid enough to like this movie. Watching this movie in theatre is like giving money to three cops for doing nonsense things.
                
                    165 out of 208 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Sooryavanshi
1805,23,puranjanbasak,Sooryavanshi,9/10,7 November 2021,"Sooryavamshi is an action crime thriller directed by rohit shetty. Here are the positives and negatives:Performances-akshay kumar is a perfect fit for this role. He can do both comedy and intense scenes with perfect ease. To my surprise, katrina kaif has given a nice performance. Her dialogue delivery was pretty good compared to her old performances. The supporting cast is pretty good.Background score-what a brilliant background score!! You can literally feel the thump in your heart whenever the title theme plays in the background. Especially, the entry sequemces of the three superstars is epic.Sound mixing-one of the finest sound mixing i have ever seen. Mixing the gunshots with background music is a pretty tough job and they have done it superbly. Impressive!!Antagonists-when the team of antagonists include stalwarts like jackie shroff, kumud mishra, gulshan grover and all you have to know they are not leaving it easy. A perfect team of antagonists.If you try to find logic in it you are searching for the wrong notes. Go to the theatres, enjoy the film and entertain yourselves. This is a proper mass entertainer. I rate it 9 out of 10.",Sooryavanshi
1806,24,premmgor,Movie Premyy's honest review,7/10,11 November 2021,"Honestly, Sooryavanshi is nothing but an average typical Bollywood flick that expanded Rohit Shetty's cop universe. The Highlights: BGM, Ranveer Singh, witty dialogues. It seems The story, Action sequences, and Screenplay could have been much better. Frankly, not up to Rohit Shetty's other films. Recommended! 😄
                
                    1 out of 15 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Sooryavanshi
1807,25,sanjeevanwar,Singham overpowered Sooryavanshee,5/10,5 November 2021,"Anwar Says : While watching the trailer, I thought it would be a perfect Diwali Dhamaka , but the expectations shattered. Once again you have '93 Mumbai Blast , Sleeper Cell , Lashkar , RDx and across the border terrorism and Rohit Shetty's another introduction to Cop Universe - Akshay Kumar .Rohit's love for Mumbai Police World is well known and he has hinted another one. He has refused to change his winning formula but Akshay was neither Singham nor Simba and even the climax action has been stolen by Singham . Rohit should realise that the audience are much more mature in the Pandemic after watching some true and real life action on OTT .Acting wise Akshay always looks a real cop right from KHAKI days . Watching Katrina was like watching her in Salman starrer Bharat, probably both the movies were shot simultaneously, hardly adds anything to the story, which she was capable of , except the Tip Tip Barsa Pani song bringing nostalgia and the memories of Raveena. One chase sequence at Bangkok to get Sikandar Khan was beautifully captured though must be inspired from some Hollywood movie. Gulshan Grover, Jackie Shroff etc. Did nothing much to mention. VFX is poor, Shetty might have changed his computer guy . Background score as usual very loud .My rating is 2.5/5 , now you have to decide whether you want to keep it in 100, 200 or 400 crore Club .#Sooryavanshi #anwarsays #movie2021 #RohitShetty #AkshayKumar #KatrinaKaif #copstory
#singhamshimbasoryavanshi #review #moviereview.",Sooryavanshi
1808,26,Kaatil29,Typical masala,4/10,8 November 2021,"Watched sooryavanshi yesterdayMy review: the film had no new element, same remake songs, same indo-pak rivalry & jokes that are not at all funny. In my opinion whole movie is forced just to announce Singham 3. Rohit sir we know your love for ajay sir but this is not the way.Most disappointing thing is the song 'Tip tip barsa paani' there was never a need for this song in the film. Singham's entry was too hyped but couldn't deliver upto the mark, Although i enjoyed simmba's comedy, it was not needed in the climax scene.The only good thing about the film was the temple scene, where the Hindu-muslims harmony can be scene. The bangkok chase scene was just not needed.. they should learn from 'DON 2' how to present a good chase scene. Although i didn't liked the film, my friends loved it.I can totally understand why they loved the film. Its not a good sensible movie but can be enjoyed with friends & family. A typical mass entertainer for audiences who love to whistle in theatres. Katrina's acting was pathetic, it's been 19 years and she still can't act.Akshay kumar can't even cry perfectly, he's just made for comedy movies and he should stick to that. Have seen every akshay kumar films and can say for sure he can't cry in screen. First half was very slow & dull, never for once felt excited before interval. 2nd half was decent.Overall it's a decent one time watch for mass audience and everyone should watch it once to support our theatres & bollywood. Expected more from Rohit sir but it's okay he is also human. Waiting for Singham 3 and hope it will not disappoint us.My ranking (4/10)",Sooryavanshi
1809,27,atharvagosavi-45998,Mess With Mass Taste!,6/10,24 November 2021,"Everyone know this film is target for massy audience and there is no quality element.. I'm not that type that's why i didn't enjoy that type_
For entertainment factor it has some action sequence and I think they didn't hold any special creativity also story is really cliche with no any twist.. And surprise element already spoiled for everyone.. That's why i didn't expected too much from this film and I am satisfied not too much but I really think this is theatre piece.Don't think that this film is crap it has many Amazing moments and this thing everyone expect from the ROHIT SHETTY film.I really think that this film doesn't honour too much for police cause sooryavanshi character portrait is good but the depthness for this character is really terrible. Also KAT performance hold flat.. Also songs are ok ok.Otherwise there is nothing to spoil for this film cause director sir already spoiled it from trailer as well as posters!",Sooryavanshi
1810,28,hussainmerchant,Worst movie of Akshay,1/10,7 November 2021,"Overrated and absolutely opportunity wasted. Rohit is not at all a good director. He can only direct action part of movie but a movie does get hit only coz of action so he needs to stop directing...Akshay needs to stop over acting.
                
                    54 out of 62 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Sooryavanshi
1811,29,skmenon1993,A Paisa Vasool Movie 🔥🔥🔥🔥,10/10,7 November 2021,"Sooryavanshi..... After 1.5 years Rohit Shetty Action Packed Entertainment movie back on big screen &this time he teamed up with Khiladi Kumar, Akshay Kumar.....Released on 5th November 21 worldwide.....Verdict : Blockbuster 5/5Plot of the Movie: Terrorism had become a reality and sadden part of our life...We don't know when and where there will be a loss to our property & life...So here, the movie expressed the same thing.... A group of sleeper cells had been in disguise in our country and waiting for an opportunity to give an another blow and to stop this ATS officer Veer Sooryavanshi and his team is on a mission for an total elimination.....Story is not new as from Holiday, Uri , Bollywood had portrayed that how terrorism adversely impact us and how the unsung heroes have fought for us not caring of their lifeWhen talking about the performance....1) Akshay Kumar had given an action packed experience after Rowdy Rathore and it became a paisa vassol movie......2) Ranveer Singh and Ajay Devgn had energized the movie by coming at the climax thereby giving end credits....3) Jackie Shroff reminds me of his character in Mission Kashmir, but screen space had not given much for him...He was an OK performer4) Katrina Kaif, glamour glamour glamourWhen it comes to Rohit Shetty action choreography, story and direction.....1) He always delivers larger than life movies, be it singham or simbha and we have to just keep away logic as his only logic is entertainment & this movie is a perfect example for it....2) Action designed by him are well done except for the VFX which has brought up the artificiallity in some action sequences but BGM was able to negate that...3) Converting a routine terrorism based story into a entertainer is pat on back for Rohit Shetty......4) By appropriate dialogues, "" Passport dekhe nahi, criminal record dekhar thok deti Hein"" , a form of disclaimer that this movie had not made to hurt any religious sentiments, another smart move of the director.....5) Star cast perfect except for the heroine......6) Didn't able to feel the lagness through out the movieOverall an worthy watch as it didn't gone waste for waiting this movie for 1.5 years.....",Sooryavanshi
1812,30,rahulwadhwani-52617,A Complete Family Masala movie with Family!,10/10,7 November 2021,"#OneWordReview #Sooryavanshi Mind Blowing. 18 months of Wait for this movie is worth it. Each every second is worth it, the way Akshaykumar done humor along with all the fantastic action scenes that's worth watch! His Helicopter stunt probably his best scene in the movie. Chemistry between Akshay & Katrinakaif in Tip Tip that was exceptionally sizeling & the final 30 mins of Sooryavanshi, Singham & Simbha reunion that's the blast! One of the best Indian movie I watched in theatres after long long time. The concept of this movie is the best among all the cop universe. For me it's best Movie among all the cop universe movie. Now @itsrohitshetty can create our Indian Cop Avengers. All the supporting actors done really well. Complete Paisa Wasool. Definitely a must watch movie in the theatres! #AkshayKumar
#KatrinaKaif #RohitShetty #AjayDevgan #RanveerSingh.
                
                    6 out of 30 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Sooryavanshi
1813,31,Tamashha,Worse Rohit Shetty movie ever,4/10,18 November 2021,"Went to see a movie in theatre after almost 2 years, but was a total disappointment. Bad action, childish VFX and poor direction. Last 2 years was the evolution of web series and one big thing i have noticed is that web series are far superior then the big screen movies in term of direction, screenplay and the intensity they create.
                
                    5 out of 5 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Sooryavanshi
1814,32,rs-24335,Pure masala entertainer,9/10,19 November 2021,"If you expect logic and story from a Rohit Shetty movie, you are a fool. Enter the theater knowing it's a pure masala entertainer with and a little short in the logic department.
                
                    0 out of 6 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Sooryavanshi
1815,33,aushro,Another disaster from the most disastrous talentless but lucky director,1/10,7 November 2021,"Even don't follow any kind of hype about this cartoon because it will going to kill ur precious time, money & a peaceful mind.I m sorry to say but it's true.
                
                    29 out of 33 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Sooryavanshi
